restaurant_id,name,price,city,region,timing,rating_type,rating,votes,url
6466,Take Away Biryani's,300.0,Mumbai,Nerul,11am to 3am(Mon-Sun),Average,3.4,27.0,https://www.zomato.com/mumbai/take-away-biryanis-nerul-navi-mumbai/info
6467,Hasan Fast Food,250.0,Mumbai,Sakinaka,,,,,https://www.zomato.com/mumbai/hasan-fast-food-sakinaka/info
6468,National Highway Restaurant,400.0,Mumbai,Vasai,24,Not rated,,,https://www.zomato.com/mumbai/national-highway-restaurant-vasai/info
6469,Bugatti Resturant,300.0,Mumbai,Andheri Lokhandwala-- Andheri West,10am to 2am(Mon-Sun),Not rated,,,https://www.zomato.com/mumbai/bugatti-resturant-andheri-lokhandwala/info
6470,Spice Express,400.0,Mumbai,Lower Parel,"11am to 4pm,7pm to 4am(Mon-Sun)",Average,3.1,4.0,https://www.zomato.com/mumbai/spice-express-lower-parel/info
6471,Swad Desi,200.0,Mumbai,Marol,6am to 4am(Mon-Sun),Not rated,,,https://www.zomato.com/mumbai/swad-desi-2-marol/info
6472,Yadav's Restaurant,300.0,Mumbai,Bandra East,"12noon to 5pm,7pm to 1230AM(Mon-Sun)",Not rated,,,https://www.zomato.com/mumbai/yadavs-restaurant-bandra-east/info
6473,Harshit Chinese Corner,500.0,Mumbai,Kamothe,"12noon to 4pm,7pm to 1230AM(Mon-Sun)",,,,https://www.zomato.com/mumbai/harshit-chinese-corner-kamothe-navi-mumbai/info
6474,Dhanraj Restaurant And Bar,550.0,Mumbai,Dahisar West,1030am to 1am(Mon-Sun),Average,3.4,17.0,https://www.zomato.com/mumbai/dhanraj-restaurant-and-bar-dahisar-west/info
6475,Hotel Devraj Restaurant & Bar,1000.0,Mumbai,Kalamboli,9am to 1am(Mon-Sun),Average,3.0,2.0,https://www.zomato.com/mumbai/hotel-devraj-restaurant-bar-kalamboli-navi-mumbai/info
6476,Kapal,500.0,Mumbai,Vashi,10am to 1am(Mon-Sun),Average,3.0,1.0,https://www.zomato.com/mumbai/kapal-vashi-navi-mumbai/info
6477,Hotel Usha Pure Veg,350.0,Mumbai,Pali Hill-- Bandra West,8am to 1230AM(Mon-Sun),Average,3.0,9.0,https://www.zomato.com/mumbai/hotel-usha-pure-veg-pali-hill-bandra-west/info
6478,Paarth Restaurant & Bar,500.0,Mumbai,Mahakali,11am to 1am(Mon-Sun),Average,2.8,6.0,https://www.zomato.com/mumbai/paarth-restaurant-bar-mahakali/info
6479,NAME,,CITY,REGION,TIMING,RATING_TYPE,,,URL
6480,Hotel Amrut Bar And Restaurant,450.0,Mumbai,Ghatkopar West,11am to 1230AM(Mon-Sun),Average,3.4,11.0,https://www.zomato.com/mumbai/hotel-amrut-bar-and-restaurant-ghatkopar-west/info
6481,Hotel Kamdhenu,450.0,Mumbai,Dombivali West,930am to 1230AM(Mon-Sun),Average,3.0,5.0,https://www.zomato.com/mumbai/hotel-kamdhenu-dombivali-west/info
6482,Maratha Fast Food,350.0,Mumbai,Bhandup,11am to 1230AM(Mon-Sun),Average,3.1,5.0,https://www.zomato.com/mumbai/maratha-fast-food-bhandup/info
6483,Viraj,350.0,Mumbai,Bandra East,10am to 1230AM(Mon-Sun),Average,3.0,4.0,https://www.zomato.com/mumbai/viraj-bandra-east/info
6484,Sarmat Lunch Home,350.0,Mumbai,Vashi,10am to 1230AM(Mon-Sun),Average,3.0,4.0,https://www.zomato.com/mumbai/sarmat-lunch-home-vashi-navi-mumbai/info
6485,Wokaow The Cafe Restaurant,450.0,Mumbai,Kharghar,"11am to 330pm,6pm to 1230AM(Mon-Sun)",Average,2.8,34.0,https://www.zomato.com/mumbai/wokaow-the-cafe-restaurant-kharghar-navi-mumbai/info
6486,Tujhabhavani,600.0,Mumbai,Chembur,1030am to 1am(Mon-Sun),Not rated,,,https://www.zomato.com/mumbai/tujhabhavani-chembur/info
6487,Night Riders Kitchen,550.0,Mumbai,Veera Desai Area,11am to 3am(Mon-Sun),Average,3.2,6.0,https://www.zomato.com/mumbai/night-riders-kitchen-veera-desai-area/info
6488,Triple F,600.0,Mumbai,7 Bungalows-- Andheri West,"12noon to 4pm,7pm to 1am(Mon-Sun)",Average,2.9,10.0,https://www.zomato.com/mumbai/triple-f-7-bungalows/info
6489,Sigdi,800.0,Mumbai,Nalasopara,1pm to 1am(Mon-Sun),Average,2.8,9.0,https://www.zomato.com/mumbai/sigdi-nalasopara/info
6490,Noorani,600.0,Mumbai,Mira Road,7pm to 5am(Mon-Sun),Average,3.3,26.0,https://www.zomato.com/mumbai/noorani-mira-road/info
6491,Lazeezo - The Taste of Dhaba,400.0,Mumbai,Kharghar,"1pm to 4pm,7pm to 130am(Mon-Sun)",Good,3.5,40.0,https://www.zomato.com/mumbai/lazeezo-the-taste-of-dhaba-2-kharghar-navi-mumbai/info
6492,Aamantaran Food Junction,200.0,Mumbai,Oshiwara-- Andheri West,1pm to 1am(Mon-Sun),Not rated,,,https://www.zomato.com/mumbai/aamantaran-food-junction-oshiwara/info
6493,The Hungarian Gourmet Bakery,400.0,Mumbai,Malad West,12noon to 5am(Mon-Sun),Average,3.1,5.0,https://www.zomato.com/mumbai/the-hungarian-gourmet-bakery-malad-west/info
6494,Café Badariya,450.0,Mumbai,Kalbadevi,1030am to 1230AM(Mon-Sun),Average,2.9,8.0,https://www.zomato.com/mumbai/café-badariya-kalbadevi/info
6495,NAME,,CITY,REGION,TIMING,RATING_TYPE,,,URL
6496,New Modern Lunch Home,650.0,Mumbai,Nerul,11am to 1230AM(Mon-Sun),Average,3.2,17.0,https://www.zomato.com/mumbai/new-modern-lunch-home-nerul-navi-mumbai/info
6497,Hotel Sai Sanman,550.0,Mumbai,Mahakali,"11am to 330pm,7pm to 1230AM(Mon-Sun)",Average,3.1,5.0,https://www.zomato.com/mumbai/hotel-sai-sanman-mahakali/info
6498,Jashn - Famiy Restaurant & Bar,600.0,Mumbai,Mira Road,"1130am to 330pm,630pm to 1230AM(Mon-Sun)",Average,3.0,5.0,https://www.zomato.com/mumbai/jashn-famiy-restaurant-bar-mira-road/info
6499,Sai Pooja,400.0,Mumbai,Manpada-- Thane West,11am to 2am(Mon-Sun),,,,https://www.zomato.com/mumbai/sai-pooja-manpada-thane-west-thane/info
6500,A.S The Kabab & Pasta Corner,200.0,Mumbai,Bandra East,5pm to 2am(Mon-Sun),,,,https://www.zomato.com/mumbai/a-s-the-kabab-pasta-corner-bandra-east/info
6501,Food Plaza,300.0,Mumbai,Malad West,4pm to 4am(Mon-Sun),,,,https://www.zomato.com/mumbai/food-plaza-malad-west/info
6502,Saffron Hospitality,200.0,Mumbai,Marol,24,,,,https://www.zomato.com/mumbai/saffron-hospitality-marol/info
6503,Monster Bites,200.0,Mumbai,Marol,1130am to 4am(Mon-Sun),,,,https://www.zomato.com/mumbai/monster-bites-marol/info
6504,Cheesy Dozze,200.0,Mumbai,Goregaon East,"8pm to 5am(Mon-Sat),Closed(Sun)",,,,https://www.zomato.com/mumbai/cheesy-dozze-goregaon-east/info
6505,Dalchini,600.0,Mumbai,Manpada-- Thane West,,,,,https://www.zomato.com/mumbai/dalchini-3-manpada-thane-west-thane/info
6506,3 Dragons & Alibaba,400.0,Mumbai,Khar,"11am to 330pm,6pm to 4am(Mon-Sun)",,,,https://www.zomato.com/mumbai/3-dragons-alibaba-khar/info
6507,Kokan - Origin Of Seafood,400.0,Mumbai,Manpada-- Thane West,7am to 5am(Mon-Sun),,,,https://www.zomato.com/mumbai/kokan-origin-of-seafood-manpada-thane-west-thane/info
6508,Momozzaa,350.0,Mumbai,Chakala,6pm to 4am(Mon-Sun),,,,https://www.zomato.com/mumbai/momozzaa-chakala/info
6509,Thane Paratha & Wraps,200.0,Mumbai,Manpada-- Thane West,7am to 5am(Mon-Sun),,,,https://www.zomato.com/mumbai/thane-paratha-wraps-manpada-thane-west-thane/info
6510,Candy Cartel,250.0,Mumbai,Manpada-- Thane West,11am to 5am(Mon-Sun),,,,https://www.zomato.com/mumbai/candy-cartel-manpada-thane-west-thane/info
6511,NAME,,CITY,REGION,TIMING,RATING_TYPE,,,URL
6512,Health & Co,250.0,Mumbai,Manpada-- Thane West,11am to 5am(Mon-Sun),,,,https://www.zomato.com/mumbai/health-co-manpada-thane-west-thane/info
6513,Cafe Bagdadi,500.0,Mumbai,Goregaon West,,,,,https://www.zomato.com/mumbai/cafe-bagdadi-goregaon-west/info
6514,100% Discount,500.0,Mumbai,Goregaon West,11am to 1am(Mon-Sun),,,,https://www.zomato.com/mumbai/100-discount-goregaon-west/info
6515,Hotel Golden Chirag,600.0,Mumbai,Ghansoli,12noon to 1230AM(Mon-Sun),Average,2.9,13.0,https://www.zomato.com/mumbai/hotel-golden-chirag-ghansoli-navi-mumbai/info
6516,Millennium Fine Dine,700.0,Mumbai,Vasant Vihar-- Thane West,11am to 1am(Mon-Sun),Average,3.1,27.0,https://www.zomato.com/mumbai/millennium-fine-dine-vasant-vihar-thane-west/info
6517,Dariya Sagar,550.0,Mumbai,Chembur,11am to 1am(Mon-Sun),Average,3.0,5.0,https://www.zomato.com/mumbai/dariya-sagar-chembur/info
6518,Hotel Swami Fine Dining,650.0,Mumbai,Old Panvel,10am to 1am(Mon-Sun),Average,2.9,6.0,https://www.zomato.com/mumbai/hotel-swami-fine-dining-old-panvel-navi-mumbai/info
6519,Pradnya Bar & Restaurant,450.0,Mumbai,Hiranandani Estate-- Thane West,10am to 130am(Mon-Sun),Average,3.1,6.0,https://www.zomato.com/mumbai/pradnya-bar-restaurant-hiranandani-estate-thane-west-thane/info
6520,New Modern Lunch Home,400.0,Mumbai,Tardeo,"12noon to 330pm,630pm to 1230AM(Mon-Sun)",Average,3.0,6.0,https://www.zomato.com/mumbai/new-modern-lunch-home-tardeo/info
6521,Meena,350.0,Mumbai,Dahisar East,10am to 130am(Mon-Sun),Average,2.9,7.0,https://www.zomato.com/mumbai/meena-dahisar-east/info
6522,Hotel R.K Trisha,550.0,Mumbai,Goregaon West,11am to 1am(Mon-Sun),Average,2.9,7.0,https://www.zomato.com/mumbai/hotel-r-k-trisha-goregaon-west/info
6523,Gaurav,700.0,Mumbai,Kandivali West,10am to 1230AM(Mon-Sun),Average,3.0,4.0,https://www.zomato.com/mumbai/gaurav-kandivali-west/info
6524,Hotel Gurudev,500.0,Mumbai,Goregaon East,12noon to 1230AM(Mon-Sun),Average,3.4,38.0,https://www.zomato.com/mumbai/hotel-gurudev-goregaon-east/info
6525,Saarathi Bar & Restaurant,500.0,Mumbai,Kandivali East,1030am to 1am(Mon-Sun),Average,2.9,4.0,https://www.zomato.com/mumbai/saarathi-bar-restaurant-kandivali-east/info
6526,Hotel Shrinagar,600.0,Mumbai,Wagle Estate-- Thane West,10am to 130am(Mon-Sun),Average,2.9,7.0,https://www.zomato.com/mumbai/hotel-shrinagar-wagle-estate-thane-west/info
6527,NAME,,CITY,REGION,TIMING,RATING_TYPE,,,URL
6528,Kuteer Bar & Restaurant,450.0,Mumbai,Chowpatty,11am to 1245AM(Mon-Sun),Average,3.2,9.0,https://www.zomato.com/mumbai/kuteer-bar-restaurant-chowpatty/info
6529,Kitchen 412,400.0,Mumbai,7 Bungalows-- Andheri West,"10pm to 6am(Mon),Closed(Tue),11pm to 6am(Wed-Sun)",Average,3.1,6.0,https://www.zomato.com/mumbai/kitchen-412-7-bungalows/info
6530,Noni's Quality Food Corner,350.0,Mumbai,Mahim,"11am to 3pm,5pm to 1230AM(Mon,Tue,Thu,Fri...",Average,3.3,13.0,https://www.zomato.com/mumbai/nonis-quality-food-corner-mahim/info
6531,Hungry House Cafe,900.0,Mumbai,Ulhasnagar,4pm to 1am(Mon-Sun),Average,2.9,9.0,https://www.zomato.com/mumbai/hungry-house-cafe-ulhasnagar/info
6532,Hardi's Bake,550.0,Mumbai,Borivali East,24,Average,3.3,11.0,https://www.zomato.com/mumbai/hardis-bake-1-borivali-east/info
6533,Whr V Met,800.0,Mumbai,Manpada-- Thane West,12noon to 130am(Mon-Sun),Good,3.5,29.0,https://www.zomato.com/mumbai/whr-v-met-1-manpada-thane-west/info
6534,Sip N Trip,400.0,Mumbai,Hill Road-- Bandra West,"12midnight to 3am,5pm to 12midnight(Mon-Sun)",Good,3.6,29.0,https://www.zomato.com/mumbai/sip-n-trip-hill-road-bandra-west/info
6535,Bake My Way,400.0,Mumbai,Near Andheri East Station,10am to 1230AM(Mon-Sun),Average,3.1,16.0,https://www.zomato.com/mumbai/bake-my-way-near-andheri-east-station/info
6536,Desi V Desi,350.0,Mumbai,Malad West,"4pm to 1150pm,12midnight to 4am(Mon-Sun)",Good,3.7,89.0,https://www.zomato.com/mumbai/desi-v-desi-malad-west/info
6537,RnB (Rolls & Bowls),600.0,Mumbai,Andheri Lokhandwala-- Andheri West,7pm to 4am(Mon-Sun),Average,2.9,38.0,https://www.zomato.com/mumbai/rnb-rolls-bowls-andheri-lokhandwala/info
6538,Ohh! Yeah,200.0,Mumbai,Andheri Lokhandwala-- Andheri West,,,,,https://www.zomato.com/mumbai/ohh-yeah-1-andheri-lokhandwala/info
6539,Ninja Chacha,400.0,Mumbai,Khar,7pm to 3am(Mon-Sun),Average,3.3,14.0,https://www.zomato.com/ninja-chacha/info
6540,Tasty Bites,400.0,Mumbai,Mohammad Ali Road,4pm to 1am(Mon-Sun),Average,3.1,4.0,https://www.zomato.com/mumbai/tasty-bites-mohammad-ali-road/info
6541,Naivedyam Bar & Restaurant,600.0,Mumbai,Mazgaon,1030am to 1230AM(Mon-Sun),Not rated,,,https://www.zomato.com/mumbai/naivedyam-bar-restaurant-mazgaon/info
6542,Sai Samruddhi,500.0,Mumbai,Dahisar West,1130am to 1230AM(Mon-Sun),Average,3.0,4.0,https://www.zomato.com/mumbai/sai-samruddhi-dahisar-west/info
6543,NAME,,CITY,REGION,TIMING,RATING_TYPE,,,URL
6544,Rasoi Chef Family Dhaba,300.0,Mumbai,Kharghar,"12midnight to 3am,1pm to 12midnight(Mon,Sat...",Average,3.4,19.0,https://www.zomato.com/mumbai/rasoi-chef-family-dhaba-kharghar-navi-mumbai/info
6545,Hotel Bagh-E-Muhammadi,400.0,Mumbai,Kalyan,6am to 1am(Mon-Sun),Average,3.1,8.0,https://www.zomato.com/mumbai/hotel-bagh-e-muhammadi-kalyan-thane/info
6546,Bugs Bunny,200.0,Mumbai,Oshiwara-- Andheri West,1130am to 130am(Mon-Sun),Average,3.3,10.0,https://www.zomato.com/mumbai/bugs-bunny-oshiwara/info
6547,The Foodfather's,200.0,Mumbai,Pali Hill-- Bandra West,10pm to 5am(Mon-Sun),Good,3.5,27.0,https://www.zomato.com/mumbai/the-foodfathers-pali-hill-bandra-west/info
6548,Nocturnal Nibbles,400.0,Mumbai,7 Bungalows-- Andheri West,10pm to 4am(Mon-Sun),Good,3.5,30.0,https://www.zomato.com/mumbai/nocturnal-nibbles-1-7-bungalows/info
6549,Night Hunger,300.0,Mumbai,Oshiwara-- Andheri West,9am to 4am(Mon-Sun),Average,3.4,18.0,https://www.zomato.com/mumbai/night-hunger-1-oshiwara/info
6550,The Pavilion,600.0,Mumbai,Dombivali East,"11am to 3pm,6pm to 2am(Mon-Sun)",Average,3.4,16.0,https://www.zomato.com/mumbai/the-pavilion-dombivali-east/info
6551,Grills & Grills,300.0,Mumbai,Bhandup,12noon to 130am(Mon-Sun),Average,3.0,14.0,https://www.zomato.com/mumbai/grills-grills-bhandup/info
6552,Night Chinese,250.0,Mumbai,Malad West,11am to 1230AM(Mon-Sun),Not rated,,,https://www.zomato.com/mumbai/night-chinese-malad-west/info
6553,BlueBoxFood.com,500.0,Mumbai,Airoli,10am to 1am(Mon-Sun),Average,3.0,28.0,https://www.zomato.com/mumbai/blueboxfood-com-airoli-navi-mumbai/info
6554,Apoorva,500.0,Mumbai,Dombivali East,11am to 1230AM(Mon-Sun),Not rated,,,https://www.zomato.com/mumbai/apoorva-dombivali-east/info
6555,Hotel Lotus,600.0,Mumbai,Marve,11am to 1230AM(Mon-Sun),Average,3.0,11.0,https://www.zomato.com/mumbai/hotel-lotus-marve/info
6556,Sai Fast Food,500.0,Mumbai,Ulhasnagar,12noon to 1am(Mon-Sun),Average,3.0,10.0,https://www.zomato.com/mumbai/sai-fast-food-1-ulhasnagar/info
6557,Jashan Bar & Restaurant,400.0,Mumbai,Ulhasnagar,11am to 1230AM(Mon-Sun),Average,3.2,12.0,https://www.zomato.com/mumbai/jashan-bar-restaurant-ulhasnagar-thane/info
6558,Bismillah Chinese Corner,400.0,Mumbai,7 Bungalows-- Andheri West,7pm to 1am(Mon-Sun),Average,3.4,13.0,https://www.zomato.com/mumbai/bismillah-chinese-corner-7-bungalows/info
6559,NAME,,CITY,REGION,TIMING,RATING_TYPE,,,URL
6560,Kaka's Family Restaurant,600.0,Mumbai,Old Panvel,1130am to 1am(Mon-Sun),Average,3.2,8.0,https://www.zomato.com/mumbai/kakas-family-restaurant-old-panvel-navi-mumbai/info
6561,Buddy's Corner,500.0,Mumbai,Malad West,"12noon to 3pm,730pm to 1130pm(Mon-Thu),12noon...",Average,3.2,10.0,https://www.zomato.com/mumbai/buddys-corner-malad-west/info
6562,Viva,500.0,Mumbai,Dahisar West,10am to 1am(Mon-Sun),Average,3.1,7.0,https://www.zomato.com/mumbai/viva-dahisar-west/info
6563,Hotel Meena,600.0,Mumbai,Santacruz East,11am to 1230AM(Mon-Sun),Average,2.8,15.0,https://www.zomato.com/mumbai/hotel-meena-santacruz-east/info
6564,Hotel Gold Mine,650.0,Mumbai,Bhayandar,11am to 1230AM(Mon-Sun),Not rated,,,https://www.zomato.com/mumbai/hotel-gold-mine-bhayandar/info
6565,Apoorva Bar & Restaurant,500.0,Mumbai,Mira Road,11am to 1230AM(Mon-Sun),Average,3.2,9.0,https://www.zomato.com/mumbai/apoorva-bar-restaurant-mira-road/info
6566,Hotel Gajara,300.0,Mumbai,Ghatkopar East,11am to 1230AM(Mon-Sun),Average,3.0,9.0,https://www.zomato.com/mumbai/hotel-gajara-ghatkopar-east/info
6567,New Ramdev Ice Cream Parlour,200.0,Mumbai,Naupada-- Thane West,1030am to 1230AM(Mon-Sun),Average,3.4,9.0,https://www.zomato.com/mumbai/new-ramdev-ice-cream-parlour-naupada-thane-west/info
6568,China Corner,350.0,Mumbai,Andheri Lokhandwala-- Andheri West,"11am to 330pm,730pm to 1230AM(Mon-Sun)",Average,3.0,7.0,https://www.zomato.com/mumbai/china-corner-andheri-lokhandwala/info
6569,Manasa Bar & Restaurant,550.0,Mumbai,Bhandup,10am to 1am(Mon-Sun),Average,3.0,5.0,https://www.zomato.com/mumbai/manasa-bar-restaurant-bhandup/info
6570,Natraj Family Restaurant & Bar,500.0,Mumbai,Mira Road,11am to 1230AM(Mon-Sun),Average,3.1,15.0,https://www.zomato.com/mumbai/natraj-family-restaurant-bar-mira-road/info
6571,Nevy,450.0,Mumbai,Ghatkopar West,11am to 1am(Mon-Sun),Not rated,,,https://www.zomato.com/mumbai/nevy-ghatkopar-west/info
6572,Hotel Mini Mahal,550.0,Mumbai,Nerul,8pm to 130am(Mon-Sun),Average,3.3,46.0,https://www.zomato.com/mumbai/hotel-mini-mahal-nerul-navi-mumbai/info
6573,Khaugalli,200.0,Mumbai,Kharghar,8am to 2am(Mon-Sun),Average,2.8,15.0,https://www.zomato.com/mumbai/khaugalli-kharghar-navi-mumbai/info
6574,Hotel Pushpak,650.0,Mumbai,Mira Road,1130am to 1230AM(Mon-Sun),Not rated,,,https://www.zomato.com/mumbai/hotel-pushpak-1-mira-road/info
6575,NAME,,CITY,REGION,TIMING,RATING_TYPE,,,URL
6576,Francesco's Pizzeria,1000.0,Mumbai,Kemps Corner,"11am to 11pm(Mon-Thu),11am to 3am(Fri-Sun)",Good,3.8,511.0,https://www.zomato.com/mumbai/francescos-pizzeria-kemps-corner/info
6577,Ace Chinese,250.0,Mumbai,Sakinaka,"12noon to 330pm,630pm to 1230AM(Mon-Sun)",Very Good,4.3,65.0,https://www.zomato.com/mumbai/ace-chinese-4-sakinaka/info
6578,Naivedhya Veg Treat,700.0,Mumbai,Mira Road,930am to 1am(Mon-Sun),Good,3.8,211.0,https://www.zomato.com/mumbai/naivedhya-veg-treat-mira-road/info
6579,Sabalan,1000.0,Mumbai,Fort,"930am to 12midnight(Mon-Thu),10am to 130am...",Average,3.4,41.0,https://www.zomato.com/mumbai/sabalan-fort/info
6580,Fusion Dhaba,1000.0,Mumbai,Wagle Estate-- Thane West,"12noon to 12midnight(Mon,Tue,Wed,Thu,Sat)...",Very Good,4.0,1048.0,https://www.zomato.com/mumbai/fusion-dhaba-wagle-estate-thane-west/info
6581,Cinnamon N Nutmeg,500.0,Mumbai,Andheri Lokhandwala-- Andheri West,"7pm to 4am(Mon-Fri),12noon to 4pm,7pm to 4am...",Very Good,4.1,368.0,https://www.zomato.com/mumbai/cinnamon-n-nutmeg-andheri-lokhandwala/info
6582,Chak De Punjaab,950.0,Mumbai,Malad West,"12noon to 330pm,7pm to 2am(Mon-Sun)",Good,3.6,60.0,https://www.zomato.com/mumbai/chak-de-punjaab-malad-west/info
6583,Foodie Food,400.0,Mumbai,Jogeshwari,12noon to 5am(Mon-Sun),,,,https://www.zomato.com/mumbai/foodie-food-jogeshwari/info
6584,Peach Deli,1400.0,Mumbai,Juhu,930am to 1230AM(Mon-Sun),Good,3.9,342.0,https://www.zomato.com/mumbai/peach-deli-juhu/info
6585,Andheri Stomach,400.0,Mumbai,Versova-- Andheri West,630pm to 130am(Mon-Sun),Average,3.2,31.0,https://www.zomato.com/mumbai/andheri-stomach-versova/info
6586,Food Set Go,400.0,Mumbai,Worli,12noon to 4am(Mon-Sun),Average,3.4,23.0,https://www.zomato.com/mumbai/food-set-go-worli/info
6587,Sizzling Spices,500.0,Mumbai,Andheri Lokhandwala-- Andheri West,"12noon to 4pm,630pm to 3am(Mon,Wed,Thu,Fri...",Very Good,4.2,39.0,https://www.zomato.com/mumbai/sizzling-spices-andheri-lokhandwala/info
6588,Food@U,1000.0,Mumbai,Worli,"11am to 3pm,7pm to 1am(Mon-Sun)",,,,https://www.zomato.com/mumbai/food@u-worli/info
6589,China Box Co,500.0,Mumbai,Mahim,12noon to 3am(Mon-Sun),Good,3.9,81.0,https://www.zomato.com/mumbai/china-box-co-mahim/info
6590,Bitestreeat Kravings,750.0,Mumbai,Oshiwara-- Andheri West,"12noon to 12midnight(Mon-Thu),12noon to 1am...",Good,3.9,74.0,https://www.zomato.com/mumbai/bitestreeat-kravings-oshiwara/info
6591,NAME,,CITY,REGION,TIMING,RATING_TYPE,,,URL
6592,Pizzaman,600.0,Mumbai,Carter Road-- Bandra West,"12noon to 12midnight(Mon,Tue,Wed,Thu,Sun)...",Average,3.2,17.0,https://www.zomato.com/mumbai/pizzaman-carter-road-bandra-west/info
6593,La Rosh,400.0,Mumbai,Andheri Lokhandwala-- Andheri West,121pm to 1159am(Mon-Sun),Average,2.9,7.0,https://www.zomato.com/mumbai/la-rosh-andheri-lokhandwala/info
6594,Miraas Restaurant,700.0,Mumbai,Near Andheri East Station,"12noon to 5pm,8pm to 2am(Mon-Sun)",Average,3.0,4.0,https://www.zomato.com/mumbai/miraas-restaurant-near-andheri-east-station/info
6595,Hotel Rahul Park,1200.0,Mumbai,Old Panvel,10am to 5am(Mon-Sun),Average,3.1,4.0,https://www.zomato.com/mumbai/hotel-rahul-park-old-panvel-navi-mumbai/info
6596,Food Kitchen,250.0,Mumbai,Oshiwara-- Andheri West,9am to 3am(Mon-Sun),Average,3.1,13.0,https://www.zomato.com/mumbai/food-kitchen-oshiwara/info
6597,The Chinese Cuisine,400.0,Mumbai,Versova-- Andheri West,"12noon to 4pm,7pm to 1230AM(Mon-Sun)",Average,3.0,4.0,https://www.zomato.com/mumbai/the-chinese-cuisine-versova/info
6598,Elite Pizza,450.0,Mumbai,Chandivali,11am to 3am(Mon-Sun),Average,2.9,8.0,https://www.zomato.com/mumbai/elite-pizza-chandivali/info
6599,Shivneri Court,600.0,Mumbai,Vile Parle East,12noon to 3am(Mon-Sun),Average,3.1,4.0,https://www.zomato.com/mumbai/shivneri-court-vile-parle-east/info
6600,Puffling,300.0,Mumbai,Kharghar,11am to 230am(Mon-Sun),Good,3.5,29.0,https://www.zomato.com/mumbai/puffling-kharghar-navi-mumbai/info
6601,Downtown Caffe,1000.0,Mumbai,Ghodbunder Road,"12midnight to 2am,3pm to 12midnight...",Good,3.9,68.0,https://www.zomato.com/mumbai/downtown-caffe-ghodbunder-road-thane/info
6602,GN Restaurant,300.0,Mumbai,Near Andheri West Station,1130am to 1230AM(Mon-Sun),Average,3.1,6.0,https://www.zomato.com/mumbai/gn-restaurant-near-andheri-west-station/info
6603,Maraasim,1400.0,Mumbai,Andheri Lokhandwala-- Andheri West,11am to 1am(Mon-Sun),Very Good,4.0,128.0,https://www.zomato.com/mumbai/maraasim-andheri-lokhandwala/info
6604,Home Delivery Multicuisine Food Outlet,400.0,Mumbai,New Panvel,11am to 1am(Mon-Sun),Average,3.0,4.0,https://www.zomato.com/mumbai/home-delivery-multicuisine-food-outlet-new-panvel-navi-mumbai/info
6605,Wah Kolkata,250.0,Mumbai,Tardeo,12noon to 4am(Mon-Sun),Average,3.0,24.0,https://www.zomato.com/mumbai/wah-kolkata-tardeo/info
6606,Night Queen,550.0,Mumbai,Andheri Lokhandwala-- Andheri West,7pm to 4am(Mon-Sun),Average,2.8,13.0,https://www.zomato.com/mumbai/night-queen-andheri-lokhandwala/info
6607,NAME,,CITY,REGION,TIMING,RATING_TYPE,,,URL
6608,Bob's Burgers,400.0,Mumbai,Juhu,"12midnight to 2am,9pm to 12midnight(Mon,Tue...",Average,3.2,8.0,https://www.zomato.com/mumbai/bobs-burgers-1-juhu/info
6609,Sannidhi,600.0,Mumbai,Chembur,11am to 1230AM(Mon-Sun),Average,3.0,4.0,https://www.zomato.com/mumbai/sannidhi-chembur/info
6610,Ankush,550.0,Mumbai,Kurla,11am to 130am(Mon-Sun),Average,3.0,10.0,https://www.zomato.com/mumbai/ankush-kurla/info
6611,Adithya,300.0,Mumbai,Mira Road,1030am to 1230AM(Mon-Sun),Average,2.9,4.0,https://www.zomato.com/mumbai/adithya-mira-road/info
6612,Hotel Hardik Palace,600.0,Mumbai,Mira Road,11am to 1230AM(Mon-Sun),Average,2.9,9.0,https://www.zomato.com/mumbai/hotel-hardik-palace-mira-road/info
6613,Mumbai Bicycle,400.0,Mumbai,Juhu,"Closed(Mon),12midnight to 3am,12noon to ...",Good,3.6,33.0,https://www.zomato.com/mumbai/mumbai-bicycle-juhu/info
6614,Green Chilliz,450.0,Mumbai,Trombay,4pm to 1am(Mon-Sun),Not rated,,,https://www.zomato.com/mumbai/green-chilliz-trombay/info
6615,Moksha De Restro Bar,1100.0,Mumbai,Kasarvadavli-- Thane West,11am to 130am(Mon-Sun),Average,3.1,6.0,https://www.zomato.com/mumbai/moksha-de-restro-bar-kasarvadavli-thane-west/info
6616,Cornerstone Superfoodz,500.0,Mumbai,Mira Road,24,Average,3.0,4.0,https://www.zomato.com/mumbai/cornerstone-superfoodz-mira-road/info
6617,Divyanka Foods,400.0,Mumbai,Mira Road,"1230pm to 4pm,630pm to 1am(Mon-Sun)",Average,2.5,24.0,https://www.zomato.com/mumbai/divyanka-foods-mira-road/info
6618,Nawab Family Restaurant,900.0,Mumbai,Chembur,10am to 2am(Mon-Sun),Average,3.2,8.0,https://www.zomato.com/mumbai/nawab-family-restaurant-chembur/info
6619,Pateela,400.0,Mumbai,Oshiwara-- Andheri West,"12noon to 430pm,730pm to 130am(Mon,Tue,Wed...",Average,3.3,26.0,https://www.zomato.com/mumbai/pateela-oshiwara/info
6620,Night Foods,700.0,Mumbai,Powai,11pm to 4am(Mon-Sun),Average,3.2,12.0,https://www.zomato.com/mumbai/night-foods-powai/info
